,ID,Name,Gender,Birthday,Place of Birth
488,223,Alejandro González Iñárritu,Male,1963-08-15,"Mexico City, Distrito Federal, Mexico"
489,1362698,Tomohiko Itou,Male,1978-10-20,"Kasugai, Aichi Prefecture, Japan"
490,15189,Michelangelo Antonioni,Male,1912-09-29,"Ferrara, Emilia-Romagna, Italy"
491,6159,Ron Howard,Male,1954-03-01,"Duncan, Oklahoma, USA"
492,4964,Hal Ashby,Male,1929-09-02,"Ogden, Utah, USA"
493,14597,Gaspar Noé,Male,1963-12-27,"Buenos Aires, Argentina"
494,9168,Alan Parker,Male,1944-02-14,"Islington, London, England, UK"
495,4081,Stanley Kramer,Male,1913-09-29,"Brooklyn, New York, United States"
496,3026,Rob Reiner,Male,1947-03-06,"The Bronx, New York, USA"
497,4065,Fred Zinnemann,Male,1907-04-29,"Rzeszów, Galicia, Austria-Hungary"
498,8500,John Ford,Male,1894-02-01,"Cape Elizabeth, Maine, USA"
499,1273262,Zaza Urushadze,Male,1965-10-30,"Tbilisi, Georgia"
500,939147,Yeon Sang-ho,Male,1978-01-01,"Seoul, South Korea"
501,56512,Tarsem Singh,Male,1961-05-06,India
502,15389,Louis Malle,Male,1932-10-30,"Thumeries, Nord, France"
503,18392,Robert Aldrich,Male,1918-08-09,"Cranston, Rhode Island, USA"
504,69300,Gene Saks,Male,1921-11-08,"New York City, New York, USA"
505,10146,Jacques Tourneur,Male,1904-11-12,"Paris, France"
506,69797,Dean DeBlois,Male,1970-06-07,"Aylmer, Quebec"
507,66193,Chris Sanders,Male,1960-03-15,"Colorado, USA"
508,525,Christopher Nolan,Male,1970-07-30,"London, England, UK"
509,10828,Guillermo del Toro,Male,1964-10-09,"Guadalajara, Jalisco, Mexico"
510,232959,Baran bo Odar,Male,1978-04-18,"Olten, Switzerland"
511,1108174,Matteo Rovere,Male,1982-01-22,Roma
512,11435,Howard Hawks,Male,1896-05-30,"Goshen, Indiana, USA"
513,87429,Michel Ocelot,Male,1943-10-27,"Villefranche-sur-Mer, French Riviera, France"
514,15488,Ken Loach,Male,1936-06-17,"Nuneaton, Warwickshire, England, UK"
515,80260,René Laloux,Male,1929-07-13,Paris - France
516,11435,Howard Hawks,Male,1896-05-30,"Goshen, Indiana, USA"
517,3026,Rob Reiner,Male,1947-03-06,"The Bronx, New York, USA"
518,69081,Kim Jee-woon,Male,1964-07-06,"Seoul, South Korea"
519,10790,Sam Wood,Male,1883-07-10,"Philadelphia, Pennsylvania, USA"
520,143593,Xavier Dolan,Male,1989-03-20,"Montréal, Québec, Canada"
521,37932,F. Gary Gray,Male,1969-07-17,"New York City, New York, USA"
522,280,Terry Gilliam,Male,1940-11-22,"Minneapolis, Minnesota, USA"
523,2746,Elia Kazan,Male,1909-09-07,"Constantinople, Ottoman Empire"
524,9730,Jean Cocteau,Male,1889-07-05,"Maisons-Laffitte, France"
525,1033661,Travis Knight,Male,1973-09-13,"Hillsboro, Oregon, USA"
526,834,Otto Preminger,Male,1906-12-05,"Wiznitz, Bukovina, Austria-Hungary"
527,74907,Fabián Bielinsky,Male,1959-02-03,"Buenos Aires, Argentina"
528,7256,Lee Tamahori,Male,1950-06-17,"Wellington, New Zealand"
529,2589,Terry George,Male,1952-12-20,"Belfast, Northern Ireland, UK"
530,69371,Jean-Marc Vallée,Male,1963-03-09,"Montreal, Quebec, Canada"
531,1152,Oliver Stone,Male,1946-09-15,"New York City, New York, USA"
532,5602,David Lynch,Male,1946-01-20,"Missoula, Montana, USA"
533,20718,Claude Berri,Male,1934-07-01,"Paris, France"
534,6593,John Huston,Male,1906-08-05,"Nevada, Missouri, USA"
535,14674,George Cukor,Male,1899-07-07,"Lower East Side, Manhattan, New York City, New York, USA"
536,16513,John G. Avildsen,Male,1935-12-21,"Oak Park, Illinois, USA"
537,44554,Alain Berbérian,Male,1953-07-02,"Beyrouth, Liban"
538,1152,Oliver Stone,Male,1946-09-15,"New York City, New York, USA"
539,5655,Wes Anderson,Male,1969-05-01,"Houston, Texas, USA"
540,4762,Paul Thomas Anderson,Male,1970-06-26,"Studio City, California, USA"
541,3026,Rob Reiner,Male,1947-03-06,"The Bronx, New York, USA"
542,138,Quentin Tarantino,Male,1963-03-27,"Knoxville, Tennessee, USA"
543,488,Steven Spielberg,Male,1946-12-18,Cincinnati - Ohio - USA
544,2636,Alfred Hitchcock,Male,1899-08-13,Leytonstone - London - England
545,57113,Dan Gilroy,Male,1959-06-24,"Santa Monica, California, USA"
546,122423,Yorgos Lanthimos,Male,1973-05-27,"Athens, Greece"
547,578,Ridley Scott,Male,1937-11-30,"South Shields, County Durham, England, UK"
548,24,Robert Zemeckis,Male,1951-05-14,"Chicago, Illinois, USA"
549,3317,Takeshi Kitano,Male,1947-01-18,"Tokyo, Japan"
550,15218,James Gunn,Male,1966-08-05,"St. Louis, Missouri, USA"
551,2765,Nicholas Ray,Male,1911-08-07,"Galesville, Wisconsin, USA"
552,5342,Mike Nichols,Male,1931-11-06,"Berlin, Germany"
553,1704,Gore Verbinski,Male,1964-03-16,"Oak Ridge, Tennessee, USA"
554,3239,Ernest B. Schoedsack,Male,1893-06-08,"Council Bluffs, Iowa, USA"
555,3238,Merian C. Cooper,Male,1893-10-24,"Jacksonville, Florida, USA"
556,14999,George A. Romero,Male,1940-02-04,"New York City, New York, USA"
557,4415,Federico Fellini,Male,1920-01-20,"Rimini, Emilia-Romagna, Italy"
558,3064,Peter Mullan,Male,1959-11-02,"Peterhead, Scotland, UK"
559,10965,Chris Columbus,Male,1958-09-10,"Spangler, Pennsylvania, USA"
560,87257,Cary Joji Fukunaga,Male,1977-07-10,"Oakland, California, USA"
561,7314,Nick Park,Male,1958-12-06,"Preston, Lancashire, England"
562,147001,Enzo D'Alò,Male,1963-09-07,Napoli
563,69797,Dean DeBlois,Male,1970-06-07,"Aylmer, Quebec"
564,19272,Joe Russo,Male,1971-07-08,"Cleveland, Ohio, USA"
565,19271,Anthony Russo,Male,1970-02-03,"Cleveland, Ohio, USA"
566,957,Matthew Vaughn,Male,1971-03-07,"London, England, UK"
567,11983,Alain Resnais,Male,1922-06-03,"Vannes, Morbihan, Bretagne, France"
568,32427,W.S. Van Dyke,Male,1889-03-21,"San Diego, California, USA"
569,10001,William Wyler,Male,1902-07-01,"Mülhausen, Alsace, Germany [now Mulhouse, Haut-Rhin, France]"
570,7087,Brad Bird,Male,1957-09-11,"Kalispell, Montana, USA"
571,1051305,Oriol Paulo,Male,1975-01-01,"Barcelona, Spain"
572,5655,Wes Anderson,Male,1969-05-01,"Houston, Texas, USA"
573,1932296,Aneesh Chaganty,Male,1991-01-01,"Redmond, Washington, Stati Uniti"
574,2765,Nicholas Ray,Male,1911-08-07,"Galesville, Wisconsin, USA"
575,3831,Jean-Pierre Melville,Male,1917-10-20,"Paris, France"
576,12453,Wong Kar-wai,Male,1956-07-17,"Shanghai, China"
577,1090,John McTiernan,Male,1951-01-08,"Albany, New York, USA"
578,5306,Lasse Hallström,Male,1946-06-02,"Stockholm, Sweden"
579,63571,Wilson Yip,Male,1963-10-23,Hong Kong
580,68519,Andrey Zvyagintsev,Male,1964-02-06,"Novosibirsk, Russia"
581,70500,Tom Hooper,Male,1972-10-05,"London, England, UK"
582,510,Tim Burton,Male,1958-08-25,"Burbank, California, USA"
583,472630,Dee Rees,Female,1977-02-07,"Nashville, Tennessee, USA"
584,793,Luis Buñuel,Male,1900-02-22,"Calanda, Teruel, Aragón, España"
585,5026,Akira Kurosawa,Male,1910-03-23,"Shinagawa, Tóquio, Japão"
586,11401,John Woo,Male,1946-09-22,"Guangzhou, China"
587,608,Hayao Miyazaki,Male,1941-01-05,Tokyo
588,43993,Christophe Barratier,Male,1963-06-17,"Paris, France"
589,15389,Louis Malle,Male,1932-10-30,"Thumeries, Nord, France"
590,6448,Arthur Penn,Male,1922-09-27,"Philadelphia, Pennsylvania, United States"
591,81850,Duncan Jones,Male,1971-05-30,"Beckenham, London, England, United Kingdom"
592,67426,William Keighley,Male,1889-08-04,"Philadelphia, Pennsylvania, USA"
593,4109,Michael Curtiz,Male,1886-12-24,"Budapest, Austria-Hungary [now Hungary]"
594,37302,Georges Franju,Male,1912-04-12,"Fougères, France"
595,52038,Thomas Carter,Male,1953-07-17,"Austin, Texas, USA"
596,1849195,Luca Facchini,Male,1969-01-24,Milano
597,8636,Cecil B. DeMille,Male,1881-08-12,"Ashfield, Massachusetts, USA"
598,30715,Terrence Malick,Male,1943-11-30,"Waco, Texas, USA"
599,30715,Terrence Malick,Male,1943-11-30,"Waco, Texas, USA"
600,3776,Jean-Luc Godard,Male,1930-12-03,"Paris, France"
601,7482,Julian Schnabel,Male,1951-10-26,"Brooklyn, New York, USA"
602,564,Richard Linklater,Male,1960-07-30,"Houston, Texas, USA"
603,4065,Fred Zinnemann,Male,1907-04-29,"Rzeszów, Galicia, Austria-Hungary"
604,1844,Til Schweiger,Male,1963-12-19,"Freiburg im Breisgau, Germany"
605,11435,Howard Hawks,Male,1896-05-30,"Goshen, Indiana, USA"
606,4762,Paul Thomas Anderson,Male,1970-06-26,"Studio City, California, USA"
607,525,Christopher Nolan,Male,1970-07-30,"London, England, UK"
608,56342,Shinichiro Watanabe,Male,1965-05-24,"Kyoto, Kyoto Prefecture, Japan"
609,309,Pedro Almodóvar,Male,1949-09-24,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
610,1126,Krzysztof Kieślowski,Male,1941-06-27,"Warsaw, Mazowieckie, Poland."
611,1150,Brian De Palma,Male,1940-09-11,"Newark, New Jersey, USA"
612,7087,Brad Bird,Male,1957-09-11,"Kalispell, Montana, USA"
613,115128,Bo Burnham,Male,1990-08-21,"Hamilton, Massachusetts, USA"
614,68424,Michael Powell,Male,1905-09-30,"Bekesbourne, Kent, England"
615,65452,Mike Leigh,Male,1943-02-20,"Salford, Greater Manchester, England, UK"
616,6818,Werner Herzog,Male,1942-09-05,"Munich, Germany"
617,17812,Gregory Hoblit,Male,1944-11-27,Abilene - Texas - USA
618,3146,Billy Wilder,Male,1906-06-22,"Sucha, Galicia, Austria-Hungary"
619,39996,Sidney Lumet,Male,1924-06-25,"Philadelphia, Pennsylvania, USA"
620,17496,Jacques Audiard,Male,1952-04-30,"Paris, France"
621,309,Pedro Almodóvar,Male,1949-09-24,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
622,11343,David Yates,Male,1963-11-30,"St. Helens, Merseyside, England, UK"
623,12238,David Lean,Male,1908-03-25,"Croydon, Surrey, England, UK"
624,20739,Adam Shankman,Male,1964-11-27,"Los Angeles, California, U.S"
625,366,James Mangold,Male,1963-12-16,"New York City, New York, USA"
626,9603,Sergei M. Eisenstein,Male,1898-01-23,"Riga, Russian Empire"
627,2917,James Whale,Male,1889-07-22,"Dudley, Worcestershire, England, UK"
628,2636,Alfred Hitchcock,Male,1899-08-13,Leytonstone - London - England
629,6201,Baz Luhrmann,Male,1962-09-17,"New South Wales, Australia"
630,11505,John Hughes,Male,1950-02-18,"Lansing, Michigan, USA"
631,4956,Bernardo Bertolucci,Male,1940-03-16,"Parma, Emilia-Romagna, Italia"
632,94011,Bill Melendez,Male,1916-11-15,"Hermosillo, Sonora, Mexico"
633,7087,Brad Bird,Male,1957-09-11,"Kalispell, Montana, USA"
634,59,Luc Besson,Male,1959-03-18,"Paris, France"
635,12891,Joss Whedon,Male,1964-06-23,"New York City, New York, USA"
636,16960,Valerie Faris,Female,1958-10-20,"Los Angeles, California, USA"
637,16959,Jonathan Dayton,Male,1957-07-07,"Alameda County, California"
638,13265,Franklin J. Schaffner,Male,1920-05-30,"Tokyo, Japan"
639,45459,Mike Cahill,Male,1979-07-05,"New Haven, Connecticut, Stati Uniti"
640,11343,David Yates,Male,1963-11-30,"St. Helens, Merseyside, England, UK"
641,20646,Gabriele Muccino,Male,1967-05-20,"Rome, Italy"
642,1224031,Alfonso Gomez-Rejon,Male,1972-11-06,"Laredo, Texas, Stati Uniti"
643,54451,Brian G. Hutton,Male,1935-01-01,"New York City, New York, U.S."
644,15175,William Friedkin,Male,1935-08-29,"Chicago, Illinois, USA"
645,1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
646,3317,Takeshi Kitano,Male,1947-01-18,"Tokyo, Japan"
647,11218,Alfonso Cuarón,Male,1961-11-28,"Mexico City, Mexico"
648,6593,John Huston,Male,1906-08-05,"Nevada, Missouri, USA"
649,40345,Don Bluth,Male,1937-09-13,"El Paso, Texas, USA"
650,12881,Gary Goldman,Male,1944-11-17,"Oakland, California"
651,21684,Bong Joon-ho,Male,1969-09-14,"Daegu, South Korea"
652,18738,George Stevens,Male,1904-12-18,"Oakland, California, USA"
653,1843,Thomas Jahn,Male,1965-07-09,"Hückelhoven, North Rhine-Westphalia, Germany"
654,9168,Alan Parker,Male,1944-02-14,"Islington, London, England, UK"
655,1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
656,25598,Paul Greengrass,Male,1955-08-13,"Cheam, Surrey, England, UK"
657,120025,Giacomo Poretti,Male,1956-04-26,"Villa Cortese, Italy"
658,120020,Giovanni Storti,Male,1957-02-20,"Milano, Italy"
659,120019,Aldo Baglio,Male,1958-09-28,"Palermo, Italy"
660,1032,Martin Scorsese,Male,1942-11-17,"Queens, New York, USA"
661,18378,Herbert Ross,Male,1927-05-13,"Brooklyn, New York City, New York, USA"
662,25630,Jack Clayton,Male,1921-03-01,"Brighton, East Sussex, England, UK"
663,12079,Kelly Asbury,Male,1960-01-15,"Beaumont, Texas, USA"
664,1744,Robert Wise,Male,1914-09-10,"Winchester, Indiana, USA"
665,11694,Doug Liman,Male,1965-07-24,"New York City, New York, USA"
666,488,Steven Spielberg,Male,1946-12-18,Cincinnati - Ohio - USA
667,935705,Michael Dudok de Wit,Male,1953-01-01,"Netherlands, EU"
668,77921,Hideaki Anno,Male,1960-05-22,"Ube, Yamaguchi, Japan"
669,77923,Kazuya Tsurumaki,Male,1966-02-02,"Gosen, Niigata Prefecture, Japan"
670,5602,David Lynch,Male,1946-01-20,"Missoula, Montana, USA"
671,4956,Bernardo Bertolucci,Male,1940-03-16,"Parma, Emilia-Romagna, Italia"
672,15663,Joseph Sargent,Male,1925-07-22,"Jersey City, New Jersey, USA"
673,52961,Dennis Gansel,Male,1973-10-04,"Hannover, Germania"
674,769,Martin Brest,Male,1951-08-08,"The Bronx, New York City, New York"
675,24,Robert Zemeckis,Male,1951-05-14,"Chicago, Illinois, USA"
676,9577,George Roy Hill,Male,1921-12-20,"New York City, New York, USA"
677,4955,Dario Argento,Male,1940-09-07,"Roma, Lazio, Italia"
678,7623,Sam Raimi,Male,1959-10-23,"Royal Oak, Michigan, USA"
679,5834,Robert Stevenson,Male,1905-03-31,"Buxton, Derbyshire, England, UK"
680,19304,John Schlesinger,Male,1926-02-16,"London, England, UK"
681,108,Peter Jackson,Male,1961-10-31,"Pukerua Bay, North Island, New Zealand"
682,57741,Mark Osborne,Male,1970-09-17,"Trenton, New Jersey, USA"
683,1223,Joel Coen,Male,1954-11-29,"St Louis Park, Minnesota, USA"
684,1776,Francis Ford Coppola,Male,1939-04-07,"Detroit, Michigan, USA"
685,30008,Leo McCarey,Male,1896-10-03,"Los Angeles, California, USA"
686,54441,James Ivory,Male,1928-06-07,"Berkeley, California, USA"
687,69081,Kim Jee-woon,Male,1964-07-06,"Seoul, South Korea"
688,380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
689,2036,Alex Garland,Male,1970-05-26,"London, England"
690,5602,David Lynch,Male,1946-01-20,"Missoula, Montana, USA"
691,45052,Anton Corbijn,Male,1955-05-20,"Strijen, Zuid-Holland, Netherlands"
692,608,Hayao Miyazaki,Male,1941-01-05,Tokyo
693,2662,Frank Capra,Male,1897-05-18,"Bisacquino, Sicilia, Italia"
694,4945,Joe Johnston,Male,1950-05-13,"Fort Worth, Texas, USA"
695,36588,Joe Wright,Male,1972-08-25,"London, England, UK"
696,50767,Craig Gillespie,Male,1967-09-01,"Sydney, New South Wales, Australia"
697,6593,John Huston,Male,1906-08-05,"Nevada, Missouri, USA"
698,55936,Jemaine Clement,Male,1974-01-10,New Zealand
699,55934,Taika Waititi,Male,1975-08-16,"Wellington, New Zealand"
700,6448,Arthur Penn,Male,1922-09-27,"Philadelphia, Pennsylvania, United States"
701,66605,Todd Solondz,Male,1959-03-15,"Newark, New Jersey, USA"
702,11090,Edgar Wright,Male,1974-04-18,"Poole, Dorset, England, UK"
703,83287,Lynne Ramsay,Female,1969-12-05,"Glasgow, Strathclyde, Scotland, UK"
704,7467,David Fincher,Male,1962-08-28,"Denver, Colorado, USA"
705,52358,Boaz Yakin,Male,1966-06-20,New York City
706,893,Tony Scott,Male,1944-06-21,"North Shields, Northumberland, England, UK"
707,11218,Alfonso Cuarón,Male,1961-11-28,"Mexico City, Mexico"
708,1223,Joel Coen,Male,1954-11-29,"St Louis Park, Minnesota, USA"
709,3556,Roman Polański,Male,1933-08-18,"Paris, France"
710,879,Billy Bob Thornton,Male,1955-08-04,"Hot Springs, Arkansas, USA"
711,35736,Karan Johar,Male,1972-05-25,"Mumbai, Maharashtra, India"
712,15811,John Musker,Male,1953-11-08,"Chicago, Illinois, USA"
713,15810,Ron Clements,Male,1953-04-25,"Sioux City, Iowa, USA"
714,11701,Angelina Jolie,Female,1975-06-04,"Los Angeles, California, USA"
715,83189,Paolo Virzì,Male,1964-03-04,"Livorno, Italy"
716,14520,John Sturges,Male,1910-01-03,"Oak Park, Illinois, USA"
717,1130801,Gabriele Mainetti,Male,1976-11-07,Roma
718,202,Charlie Kaufman,Male,1958-11-19,"New York City, New York"
719,468,Stephen Daldry,Male,1961-05-02,"Dorset, England"
720,14999,George A. Romero,Male,1940-02-04,"New York City, New York, USA"
721,74091,Makoto Shinkai,Male,1973-02-09,"Nagano Prefecture, Japan"
722,6818,Werner Herzog,Male,1942-09-05,"Munich, Germany"
723,20657,Cristian Mungiu,Male,1968-04-27,"Iasi, Romania"
724,21684,Bong Joon-ho,Male,1969-09-14,"Daegu, South Korea"
725,190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
726,4786,Richard Attenborough,Male,1923-08-29,"Cambridge, Cambridgeshire, England, UK"
727,82337,Wash Westmoreland,Male,1966-03-04,"Leeds, Regno Unito"
728,55252,Tim Miller,Male,1958-09-22,"Pasadena, California"
729,16391,Julie Taymor,Female,1952-12-15,"Newton, Massachusetts, U.S"
730,64883,Kang Je-gyu,Male,1962-12-23,"Masan, South Gyeongsang Province, South Korea"
731,5281,Spike Lee,Male,1957-03-20,"Atlanta, Georgia, USA"
732,40345,Don Bluth,Male,1937-09-13,"El Paso, Texas, USA"
733,21183,Nicolas Winding Refn,Male,1970-09-29,"Copenhagen, Denmark"
